date,sensor,filename
2006350,LT5,/projectnb/landsat/projects/Massachusetts/p013r031/images/LT50130312006350EDC00/LT50130312006350EDC00_all
2006358,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312006358EDC00/LE70130312006358EDC00_all
2007009,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312007009EDC00/LE70130312007009EDC00_all
2007017,LT5,/projectnb/landsat/projects/Massachusetts/p013r031/images/LT50130312007017GNC01/LT50130312007017GNC01_all
2007025,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312007025EDC00/LE70130312007025EDC00_all
2007033,LT5,/projectnb/landsat/projects/Massachusetts/p013r031/images/LT50130312007033GNC01/LT50130312007033GNC01_all
2007041,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312007041EDC00/LE70130312007041EDC00_all
2007049,LT5,/projectnb/landsat/projects/Massachusetts/p013r031/images/LT50130312007049GNC01/LT50130312007049GNC01_all
2007065,LT5,/projectnb/landsat/projects/Massachusetts/p013r031/images/LT50130312007065GNC01/LT50130312007065GNC01_all
2007073,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312007073EDC00/LE70130312007073EDC00_all
2007089,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312007089EDC00/LE70130312007089EDC00_all
2007097,LT5,/projectnb/landsat/projects/Massachusetts/p013r031/images/LT50130312007097GNC01/LT50130312007097GNC01_all
2007113,LT5,/projectnb/landsat/projects/Massachusetts/p013r031/images/LT50130312007113GNC01/LT50130312007113GNC01_all
2007121,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312007121EDC00/LE70130312007121EDC00_all
2007129,LT5,/projectnb/landsat/projects/Massachusetts/p013r031/images/LT50130312007129GNC01/LT50130312007129GNC01_all
2007137,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312007137EDC00/LE70130312007137EDC00_all
2007145,LT5,/projectnb/landsat/projects/Massachusetts/p013r031/images/LT50130312007145GNC01/LT50130312007145GNC01_all
2007153,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312007153EDC00/LE70130312007153EDC00_all
2007161,LT5,/projectnb/landsat/projects/Massachusetts/p013r031/images/LT50130312007161GNC01/LT50130312007161GNC01_all
2007169,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312007169EDC00/LE70130312007169EDC00_all
2007177,LT5,/projectnb/landsat/projects/Massachusetts/p013r031/images/LT50130312007177GNC01/LT50130312007177GNC01_all
2007193,LT5,/projectnb/landsat/projects/Massachusetts/p013r031/images/LT50130312007193GNC01/LT50130312007193GNC01_all
2007201,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312007201EDC00/LE70130312007201EDC00_all
2007209,LT5,/projectnb/landsat/projects/Massachusetts/p013r031/images/LT50130312007209GNC01/LT50130312007209GNC01_all
2007217,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312007217EDC00/LE70130312007217EDC00_all
2007225,LT5,/projectnb/landsat/projects/Massachusetts/p013r031/images/LT50130312007225EDC00/LT50130312007225EDC00_all
2007241,LT5,/projectnb/landsat/projects/Massachusetts/p013r031/images/LT50130312007241GNC01/LT50130312007241GNC01_all
2007249,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312007249EDC00/LE70130312007249EDC00_all
2007257,LT5,/projectnb/landsat/projects/Massachusetts/p013r031/images/LT50130312007257GNC01/LT50130312007257GNC01_all
2007265,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312007265EDC00/LE70130312007265EDC00_all
2007273,LT5,/projectnb/landsat/projects/Massachusetts/p013r031/images/LT50130312007273GNC01/LT50130312007273GNC01_all
2007281,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312007281EDC00/LE70130312007281EDC00_all
2007329,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312007329EDC00/LE70130312007329EDC00_all
2007345,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312007345EDC00/LE70130312007345EDC00_all
2008012,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312008012EDC00/LE70130312008012EDC00_all
2008028,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312008028EDC00/LE70130312008028EDC00_all
2008052,LT5,/projectnb/landsat/projects/Massachusetts/p013r031/images/LT50130312008052GNC01/LT50130312008052GNC01_all
2008060,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312008060EDC00/LE70130312008060EDC00_all
2008084,LT5,/projectnb/landsat/projects/Massachusetts/p013r031/images/LT50130312008084GNC01/LT50130312008084GNC01_all
2008100,LT5,/projectnb/landsat/projects/Massachusetts/p013r031/images/LT50130312008100GNC01/LT50130312008100GNC01_all
2008108,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312008108EDC00/LE70130312008108EDC00_all
2008116,LT5,/projectnb/landsat/projects/Massachusetts/p013r031/images/LT50130312008116GNC01/LT50130312008116GNC01_all
2008132,LT5,/projectnb/landsat/projects/Massachusetts/p013r031/images/LT50130312008132EDC00/LT50130312008132EDC00_all
2008140,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312008140EDC00/LE70130312008140EDC00_all
2008148,LT5,/projectnb/landsat/projects/Massachusetts/p013r031/images/LT50130312008148GNC01/LT50130312008148GNC01_all
2008164,LT5,/projectnb/landsat/projects/Massachusetts/p013r031/images/LT50130312008164GNC04/LT50130312008164GNC04_all
2008172,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312008172EDC00/LE70130312008172EDC00_all
2008180,LT5,/projectnb/landsat/projects/Massachusetts/p013r031/images/LT50130312008180GNC01/LT50130312008180GNC01_all
2008204,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312008204EDC00/LE70130312008204EDC00_all
2008212,LT5,/projectnb/landsat/projects/Massachusetts/p013r031/images/LT50130312008212GNC01/LT50130312008212GNC01_all
2008220,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312008220EDC00/LE70130312008220EDC00_all
2008228,LT5,/projectnb/landsat/projects/Massachusetts/p013r031/images/LT50130312008228GNC01/LT50130312008228GNC01_all
2008236,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312008236EDC00/LE70130312008236EDC00_all
2008244,LT5,/projectnb/landsat/projects/Massachusetts/p013r031/images/LT50130312008244GNC01/LT50130312008244GNC01_all
2008252,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312008252EDC00/LE70130312008252EDC00_all
2008268,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312008268EDC00/LE70130312008268EDC00_all
2008276,LT5,/projectnb/landsat/projects/Massachusetts/p013r031/images/LT50130312008276GNC01/LT50130312008276GNC01_all
2008284,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312008284EDC01/LE70130312008284EDC01_all
2008292,LT5,/projectnb/landsat/projects/Massachusetts/p013r031/images/LT50130312008292GNC02/LT50130312008292GNC02_all
2008300,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312008300EDC00/LE70130312008300EDC00_all
2008316,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312008316EDC00/LE70130312008316EDC00_all
2008332,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312008332EDC00/LE70130312008332EDC00_all
2008348,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312008348EDC00/LE70130312008348EDC00_all
2008364,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312008364EDC00/LE70130312008364EDC00_all
2009014,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312009014EDC00/LE70130312009014EDC00_all
2009022,LT5,/projectnb/landsat/projects/Massachusetts/p013r031/images/LT50130312009022GNC01/LT50130312009022GNC01_all
2009030,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312009030EDC00/LE70130312009030EDC00_all
2009046,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312009046EDC00/LE70130312009046EDC00_all
2009054,LT5,/projectnb/landsat/projects/Massachusetts/p013r031/images/LT50130312009054GNC01/LT50130312009054GNC01_all
2009062,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312009062EDC00/LE70130312009062EDC00_all
2009086,LT5,/projectnb/landsat/projects/Massachusetts/p013r031/images/LT50130312009086GNC01/LT50130312009086GNC01_all
2009102,LT5,/projectnb/landsat/projects/Massachusetts/p013r031/images/LT50130312009102GNC01/LT50130312009102GNC01_all
2009118,LT5,/projectnb/landsat/projects/Massachusetts/p013r031/images/LT50130312009118GNC01/LT50130312009118GNC01_all
2009126,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312009126EDC00/LE70130312009126EDC00_all
2009142,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312009142EDC00/LE70130312009142EDC00_all
2009150,LT5,/projectnb/landsat/projects/Massachusetts/p013r031/images/LT50130312009150GNC01/LT50130312009150GNC01_all
2009158,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312009158EDC00/LE70130312009158EDC00_all
2009174,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312009174EDC00/LE70130312009174EDC00_all
2009198,LT5,/projectnb/landsat/projects/Massachusetts/p013r031/images/LT50130312009198GNC01/LT50130312009198GNC01_all
2009206,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312009206EDC00/LE70130312009206EDC00_all
2009222,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312009222EDC00/LE70130312009222EDC00_all
2009230,LT5,/projectnb/landsat/projects/Massachusetts/p013r031/images/LT50130312009230GNC01/LT50130312009230GNC01_all
2009238,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312009238EDC00/LE70130312009238EDC00_all
2009246,LT5,/projectnb/landsat/projects/Massachusetts/p013r031/images/LT50130312009246GNC01/LT50130312009246GNC01_all
2009262,LT5,/projectnb/landsat/projects/Massachusetts/p013r031/images/LT50130312009262GNC01/LT50130312009262GNC01_all
2009278,LT5,/projectnb/landsat/projects/Massachusetts/p013r031/images/LT50130312009278GNC01/LT50130312009278GNC01_all
2009286,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312009286EDC00/LE70130312009286EDC00_all
2009294,LT5,/projectnb/landsat/projects/Massachusetts/p013r031/images/LT50130312009294GNC01/LT50130312009294GNC01_all
2009302,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312009302EDC00/LE70130312009302EDC00_all
2009310,LT5,/projectnb/landsat/projects/Massachusetts/p013r031/images/LT50130312009310GNC01/LT50130312009310GNC01_all
2009326,LT5,/projectnb/landsat/projects/Massachusetts/p013r031/images/LT50130312009326GNC01/LT50130312009326GNC01_all
2009342,LT5,/projectnb/landsat/projects/Massachusetts/p013r031/images/LT50130312009342GNC01/LT50130312009342GNC01_all
2009350,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312009350EDC00/LE70130312009350EDC00_all
2010009,LT5,/projectnb/landsat/projects/Massachusetts/p013r031/images/LT50130312010009EDC00/LT50130312010009EDC00_all
2010049,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312010049EDC01/LE70130312010049EDC01_all
2010065,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312010065EDC00/LE70130312010065EDC00_all
2010097,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312010097EDC00/LE70130312010097EDC00_all
2010105,LT5,/projectnb/landsat/projects/Massachusetts/p013r031/images/LT50130312010105GNC02/LT50130312010105GNC02_all
2010113,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312010113EDC00/LE70130312010113EDC00_all
2010121,LT5,/projectnb/landsat/projects/Massachusetts/p013r031/images/LT50130312010121GNC01/LT50130312010121GNC01_all
2010129,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312010129EDC00/LE70130312010129EDC00_all
2010137,LT5,/projectnb/landsat/projects/Massachusetts/p013r031/images/LT50130312010137GNC01/LT50130312010137GNC01_all
2010145,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312010145EDC00/LE70130312010145EDC00_all
2010153,LT5,/projectnb/landsat/projects/Massachusetts/p013r031/images/LT50130312010153GNC01/LT50130312010153GNC01_all
2010169,LT5,/projectnb/landsat/projects/Massachusetts/p013r031/images/LT50130312010169GNC01/LT50130312010169GNC01_all
2010177,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312010177EDC00/LE70130312010177EDC00_all
2010185,LT5,/projectnb/landsat/projects/Massachusetts/p013r031/images/LT50130312010185EDC00/LT50130312010185EDC00_all
2010193,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312010193EDC00/LE70130312010193EDC00_all
2010201,LT5,/projectnb/landsat/projects/Massachusetts/p013r031/images/LT50130312010201EDC00/LT50130312010201EDC00_all
2010209,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312010209EDC00/LE70130312010209EDC00_all
2010217,LT5,/projectnb/landsat/projects/Massachusetts/p013r031/images/LT50130312010217GNC01/LT50130312010217GNC01_all
2010225,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312010225EDC00/LE70130312010225EDC00_all
2010233,LT5,/projectnb/landsat/projects/Massachusetts/p013r031/images/LT50130312010233EDC00/LT50130312010233EDC00_all
2010241,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312010241EDC00/LE70130312010241EDC00_all
2010249,LT5,/projectnb/landsat/projects/Massachusetts/p013r031/images/LT50130312010249EDC00/LT50130312010249EDC00_all
2010257,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312010257EDC00/LE70130312010257EDC00_all
2010265,LT5,/projectnb/landsat/projects/Massachusetts/p013r031/images/LT50130312010265EDC00/LT50130312010265EDC00_all
2010281,LT5,/projectnb/landsat/projects/Massachusetts/p013r031/images/LT50130312010281GNC01/LT50130312010281GNC01_all
2010289,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312010289EDC00/LE70130312010289EDC00_all
2010305,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312010305EDC00/LE70130312010305EDC00_all
2010313,LT5,/projectnb/landsat/projects/Massachusetts/p013r031/images/LT50130312010313EDC00/LT50130312010313EDC00_all
2010321,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312010321EDC00/LE70130312010321EDC00_all
2010345,LT5,/projectnb/landsat/projects/Massachusetts/p013r031/images/LT50130312010345EDC00/LT50130312010345EDC00_all
2011020,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312011020EDC00/LE70130312011020EDC00_all
2011060,LT5,/projectnb/landsat/projects/Massachusetts/p013r031/images/LT50130312011060GNC01/LT50130312011060GNC01_all
2011076,LT5,/projectnb/landsat/projects/Massachusetts/p013r031/images/LT50130312011076GNC01/LT50130312011076GNC01_all
2011084,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312011084EDC00/LE70130312011084EDC00_all
2011092,LT5,/projectnb/landsat/projects/Massachusetts/p013r031/images/LT50130312011092GNC01/LT50130312011092GNC01_all
2011108,LT5,/projectnb/landsat/projects/Massachusetts/p013r031/images/LT50130312011108EDC00/LT50130312011108EDC00_all
2011116,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312011116EDC00/LE70130312011116EDC00_all
2011132,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312011132EDC00/LE70130312011132EDC00_all
2011148,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312011148EDC00/LE70130312011148EDC00_all
2011156,LT5,/projectnb/landsat/projects/Massachusetts/p013r031/images/LT50130312011156GNC01/LT50130312011156GNC01_all
2011164,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312011164EDC00/LE70130312011164EDC00_all
2011172,LT5,/projectnb/landsat/projects/Massachusetts/p013r031/images/LT50130312011172GNC01/LT50130312011172GNC01_all
2011180,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312011180EDC00/LE70130312011180EDC00_all
2011188,LT5,/projectnb/landsat/projects/Massachusetts/p013r031/images/LT50130312011188GNC01/LT50130312011188GNC01_all
2011196,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312011196EDC00/LE70130312011196EDC00_all
2011204,LT5,/projectnb/landsat/projects/Massachusetts/p013r031/images/LT50130312011204GNC01/LT50130312011204GNC01_all
2011212,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312011212EDC00/LE70130312011212EDC00_all
2011220,LT5,/projectnb/landsat/projects/Massachusetts/p013r031/images/LT50130312011220GNC01/LT50130312011220GNC01_all
2011236,LT5,/projectnb/landsat/projects/Massachusetts/p013r031/images/LT50130312011236EDC00/LT50130312011236EDC00_all
2011244,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312011244EDC00/LE70130312011244EDC00_all
2011252,LT5,/projectnb/landsat/projects/Massachusetts/p013r031/images/LT50130312011252EDC00/LT50130312011252EDC00_all
2011260,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312011260EDC00/LE70130312011260EDC00_all
2011268,LT5,/projectnb/landsat/projects/Massachusetts/p013r031/images/LT50130312011268GNC01/LT50130312011268GNC01_all
2011276,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312011276EDC00/LE70130312011276EDC00_all
2011284,LT5,/projectnb/landsat/projects/Massachusetts/p013r031/images/LT50130312011284GNC01/LT50130312011284GNC01_all
2011308,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312011308EDC00/LE70130312011308EDC00_all
2011316,LT5,/projectnb/landsat/projects/Massachusetts/p013r031/images/LT50130312011316GNC01/LT50130312011316GNC01_all
2011324,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312011324EDC00/LE70130312011324EDC00_all
2011356,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312011356EDC00/LE70130312011356EDC00_all
2012007,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312012007EDC00/LE70130312012007EDC00_all
2012039,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312012039EDC00/LE70130312012039EDC00_all
2012071,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312012071EDC00/LE70130312012071EDC00_all
2012103,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312012103EDC00/LE70130312012103EDC00_all
2012119,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312012119EDC00/LE70130312012119EDC00_all
2012167,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312012167EDC00/LE70130312012167EDC00_all
2012183,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312012183EDC06/LE70130312012183EDC06_all
2012199,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312012199EDC00/LE70130312012199EDC00_all
2012215,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312012215EDC00/LE70130312012215EDC00_all
2012231,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312012231EDC00/LE70130312012231EDC00_all
2012247,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312012247EDC00/LE70130312012247EDC00_all
2012263,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312012263EDC00/LE70130312012263EDC00_all
2012279,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312012279EDC00/LE70130312012279EDC00_all
2012295,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312012295EDC00/LE70130312012295EDC00_all
2012311,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312012311EDC00/LE70130312012311EDC00_all
2012327,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312012327EDC00/LE70130312012327EDC00_all
2012359,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312012359EDC00/LE70130312012359EDC00_all
2013041,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312013041EDC00/LE70130312013041EDC00_all
2013073,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312013073EDC00/LE70130312013073EDC00_all
